Universitas,Program,Tahun,Penerimaan,Program_Studi,UKT-1,UKT-2,UKT-3,UKT-4,UKT-5,UKT-6,UKT-7,UKT-8,UKT-9,UKT-10,UKT-11
IPB,S1,2025/2026,SNBP/SNBT,Teknologi dan Manajemen Perikanan Budidaya,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Manajemen Sumberdaya Perairan,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Teknologi Hasil Perairan,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Teknologi dan Manajemen Perikanan Tangkap,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Ilmu Dan Teknologi Kelautan,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Teknologi Produksi Ternak,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Ilmu Nutrisi dan Teknologi Pakan,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Teknologi Hasil Ternak,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Manajemen Hutan,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Teknologi Hasil Hutan,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Konservasi Sumberdaya Hutan dan Ekowisata,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Silvikultur,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Teknik Pertanian Dan Biosistem,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Teknologi Pangan,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Teknologi Industri Pertanian,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Teknik Sipil Dan Lingkungan,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Teknik Mesin,500000,1000000,2500000,5000000,7500000,10000000,12500000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Teknik Kimia,500000,1000000,2500000,5000000,7500000,10000000,12500000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Meteorologi Terapan,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Biologi,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Kimia,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Fisika,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Biokimia,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Bioinformatika,500000,1000000,2500000,5000000,7500000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Ekonomi dan Studi Pembangunan,500000,1000000,2400000,3000000,6000000,8000000,10000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Manajemen,500000,1000000,2400000,3000000,6000000,8000000,10000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Agribisnis,500000,1000000,2400000,3000000,6000000,8000000,10000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Ekonomi Sumberdaya Dan Lingkungan,500000,1000000,2400000,3000000,6000000,8000000,10000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Ilmu Ekonomi Syariah,500000,1000000,2400000,3000000,6000000,8000000,10000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Ilmu Gizi,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Ilmu Keluarga Dan Konsumen,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Komunikasi Dan Pengembangan Masyarakat,500000,1000000,2400000,3000000,6000000,8000000,10000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Bisnis,500000,1000000,2400000,5000000,8000000,10000000,12000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Kedokteran,500000,1000000,5000000,10000000,15000000,20000000,,,,,
IPB,S1,2025/2026,SNBP/SNBT,Statistika dan Sains Terapan,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Matematika,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Ilmu Komputer,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Aktuaria,500000,1000000,2400000,4000000,7000000,9000000,11000000,,,,
IPB,S1,2025/2026,SNBP/SNBT,Kecerdasan Buatan,500000,1000000,2400000,4000000,7000000,9000000,,,,,
Unpad,S1,2023/2024,SNBP/SNBT,Hukum,500000,1000000,2000000,3000000,4000000,5000000,7000000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Ekonomi Islam,500000,1000000,2000000,3000000,4500000,6000000,7500000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Bisnis Digital,500000,1000000,2000000,3500000,5000000,6500000,7750000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Manajemen,500000,1000000,2500000,3500000,5000000,6500000,7750000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Akuntansi,500000,1000000,2000000,3500000,6500000,6500000,7750000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Ilmu Ekonomi,500000,1000000,2000000,3000000,4500000,6000000,7500000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Kedokteran,500000,1000000,3500000,7000000,11500000,16000000,20500000,24000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Kedokteran Hewan,500000,1000000,2200000,4000000,6000000,8500000,11000000,12500000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Matematika,500000,1000000,2250000,3500000,4250000,5250000,6500000,7500000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Kimia,500000,1000000,2000000,3000000,4500000,5750000,7000000,8000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Fisika,500000,1000000,2000000,3000000,4500000,5750000,7000000,8000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Biologi,500000,1000000,2000000,3000000,4500000,5750000,7000000,8000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Statistika,500000,1000000,2250000,3500000,4250000,5250000,6500000,7500000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Geofisika,500000,1000000,2000000,3000000,4500000,5750000,7000000,8000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Teknik Informatika,500000,1000000,2500000,4000000,5500000,7000000,9500000,12000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Teknik Elektro,500000,1000000,2500000,4000000,6000000,8000000,10000000,12000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Ilmu Aktuaria,500000,1000000,2250000,3000000,4500000,5750000,7000000,8000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Agroteknologi,500000,1000000,2500000,3500000,4000000,5000000,6500000,8000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Agribisnis,500000,1000000,2500000,3500000,4000000,5000000,6500000,8000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Kedokteran Gigi,500000,1000000,3000000,5000000,8000000,11500000,15000000,18000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Administrasi Bisnis,500000,1000000,2000000,3000000,4000000,5000000,7000000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Administrasi Bisnis K. Pangandaran,500000,1000000,2000000,3000000,4000000,5000000,5500000,6000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Administrasi Publik,500000,1000000,2000000,3000000,4000000,5000000,7000000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Antropologi,500000,1000000,2000000,3000000,4500000,6000000,7500000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Hubungan Internasional,500000,1000000,2000000,3000000,4000000,5000000,5500000,6000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Ilmu Pemerintahan,500000,1000000,2000000,3000000,4000000,5000000,5500000,6000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Ilmu Politik,500000,1000000,2000000,3000000,4000000,5000000,5500000,6000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Kesejahteraan Sosial,500000,1000000,2000000,3000000,4000000,5000000,5500000,6000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Sosiologi,500000,1000000,2000000,3000000,4000000,5000000,6000000,7000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Sastra Indonesia,500000,1000000,2000000,3000000,4000000,5000000,6000000,7000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Sastra Sunda,500000,1000000,2000000,3000000,4000000,5000000,6000000,7000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Sejarah,500000,1000000,2000000,3000000,4000000,5000000,6000000,7000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Sastra Inggris,500000,1000000,2000000,3000000,4000000,5000000,6000000,7000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Sastra Perancis,500000,1000000,2000000,3000000,4000000,5000000,6000000,7000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Sastra Jepang,500000,1000000,2000000,3000000,4000000,5000000,6000000,7000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Sastra Rusia,500000,1000000,2000000,3000000,4000000,5000000,6000000,7000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Sastra Jerman,500000,1000000,2000000,3000000,4000000,5000000,6000000,7000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Sastra Arab,500000,1000000,2000000,3000000,4000000,5000000,6000000,7000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Psikologi,500000,1000000,2500000,4000000,5500000,7500000,10000000,12000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Peternakan,500000,1000000,2250000,3500000,4500000,6000000,7500000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Peternakan K. Pangandaran,500000,1000000,2250000,3500000,4250000,5000000,5750000,6500000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Hubungan Masyarakat,500000,1000000,2500000,3500000,5000000,6500000,8000000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Ilmu Komunikasi,500000,1000000,2500000,3500000,5000000,6500000,8000000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Ilmu Komunikasi K. Pangandaran,500000,1000000,2000000,3000000,4000000,5000000,6000000,7000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Perpustakaan dan Sains Informasi,500000,1000000,2500000,3500000,5000000,6500000,8000000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Jurnalistik,500000,1000000,2500000,3500000,5000000,6500000,8000000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Manajemen Komunikasi,500000,1000000,2500000,3500000,5000000,6500000,8000000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Televisi dan Film,500000,1000000,2500000,3500000,5000000,6500000,8000000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Keperawatan,500000,1000000,2750000,4000000,5250000,7000000,9500000,12000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Keperawatan K. Pangandaran,500000,1000000,2750000,4000000,5250000,6500000,7750000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Ilmu Kelautan,500000,1000000,2500000,3500000,5000000,6750000,8500000,9500000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Perikanan,500000,1000000,2500000,3500000,5000000,6750000,8500000,9500000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Perikanan K. Pangandaran,500000,1000000,2500000,3500000,5000000,6750000,8500000,9500000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Teknik Pertanian,500000,1000000,1500000,2500000,3500000,4500000,6000000,7500000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Teknologi Industri Pertanian,500000,1000000,1500000,2500000,3500000,4500000,6000000,7500000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Teknologi Pangan,500000,1000000,2000000,3000000,4500000,6000000,7500000,9000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Farmasi,500000,1000000,2500000,4000000,6000000,9000000,12000000,14000000,,,
Unpad,S1,2023/2024,SNBP/SNBT,Teknik Geologi,500000,1000000,3000000,4500000,6500000,8250000,10000000,13000000,,,
Unair,S1,2025/2026,SNBP/SNBT,Kedokteran,500000,1000000,2400000,10000000,15000000,22500000,25000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Kebidanan,500000,1000000,2400000,6000000,8000000,12000000,13500000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Kedokteran Gigi,500000,1000000,2400000,10000000,12500000,19000000,21000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Ilmu Hukum,500000,1000000,2400000,6000000,7500000,9000000,10000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Manajemen,500000,1000000,2400000,6000000,7500000,9000000,10000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Akuntansi,500000,1000000,2400000,6000000,7500000,9000000,10000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Ilmu Ekonomi (Ekonomi Pembangunan),500000,1000000,2400000,6000000,7500000,9000000,10000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Ekonomi Islam,500000,1000000,2400000,6000000,7500000,9000000,10000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Farmasi,500000,1000000,2400000,6000000,8000000,13500000,15000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Kedokteran Hewan,500000,1000000,2400000,6000000,8000000,12500000,14000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Sosiologi,500000,1000000,2400000,5000000,6000000,7500000,8200000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Ilmu Politik,500000,1000000,2400000,5000000,6000000,7500000,8200000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Ilmu Komunikasi,500000,1000000,2400000,6000000,7500000,9000000,10000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Administrasi Publik,500000,1000000,2400000,6000000,7500000,8500000,9000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Ilmu Hubungan Internasional,500000,1000000,2400000,6000000,7500000,9000000,10000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Antropologi,500000,1000000,2400000,5000000,6000000,8000000,9000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Ilmu Informasi dan Perpustakaan,500000,1000000,2400000,5000000,6000000,8000000,9000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Matematika,500000,1000000,2400000,5000000,7000000,9000000,10000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Sistem Informasi,500000,1000000,2400000,6000000,8000000,9000000,10000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Fisika,500000,1000000,2400000,5000000,7000000,9000000,10000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Biologi,500000,1000000,2400000,5000000,8000000,10500000,11500000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Teknik Biomedis,500000,1000000,2400000,6000000,8000000,11500000,12500000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Teknik Lingkungan,500000,1000000,2400000,6000000,8000000,11500000,12500000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Kimia,500000,1000000,2400000,5000000,8000000,10500000,11500000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Statistika,500000,1000000,2400000,5000000,7000000,9000000,10000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Kesehatan Masyarakat,500000,1000000,2400000,6000000,8000000,12500000,14000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Gizi,500000,1000000,2400000,6000000,8000000,12500000,14000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Psikologi,500000,1000000,2400000,6000000,7500000,9000000,10000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Bahasa dan Sastra Inggris,500000,1000000,2400000,6000000,7500000,8500000,9000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Bahasa dan Sastra Indonesia,500000,1000000,2400000,5000000,6000000,8000000,9000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Ilmu Sejarah,500000,1000000,2400000,5000000,6000000,7000000,7500000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Bahasa dan Sastra Jepang,500000,1000000,2400000,5000000,6000000,8000000,9000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Keperawatan,500000,1000000,2400000,6000000,8000000,11500000,12500000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Akuakultur,500000,1000000,2400000,6000000,7000000,10000000,11000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Teknologi Hasil Perikanan,500000,1000000,2400000,6000000,7000000,10000000,11000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Teknik Industri,500000,1000000,2400000,8000000,10350000,11500000,12500000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Teknik Elektro,500000,1000000,2400000,8000000,10350000,11500000,12500000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Rekayasa Nanoteknologi,500000,1000000,2400000,8000000,10350000,11500000,12500000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Teknik Robotika dan Kecerdasan Buatan,500000,1000000,2400000,8000000,10350000,11500000,12500000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Teknologi Sains Data,500000,1000000,2400000,8000000,10350000,11500000,12500000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Kedokteran Hewan (FIKKIA Banyuwangi),500000,1000000,2400000,6000000,8000000,12500000,14000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Kesehatan Masyarakat (FIKKIA Banyuwangi),500000,1000000,2400000,6000000,8000000,12500000,14000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Akuakultur (FIKKIA Banyuwangi),500000,1000000,2400000,6000000,7000000,10000000,11000000,,,,
Unair,S1,2025/2026,SNBP/SNBT,Kedokteran (FIKKIA Banyuwangi),500000,1000000,10000000,15000000,20000000,22500000,25000000,,,,
UNS,S1,2024/2025,SNBP/SNBT,Agribisnis,475000,975000,3075000,4975000,5475000,6025000,6630000,9935000,14667000,,
UNS,S1,2024/2025,SNBP/SNBT,Agroteknologi,475000,975000,3075000,4975000,5475000,6025000,6630000,10087000,14667000,,
UNS,S1,2024/2025,SNBP/SNBT,Akuntansi,475000,975000,3225000,5225000,5715000,6205000,6705000,7475000,11000000,,
UNS,S1,2024/2025,SNBP/SNBT,Arsitektur,475000,975000,2975000,4975000,5975000,6575000,7235000,11203000,14081000,,
UNS,S1,2024/2025,SNBP/SNBT,Bahasa Mandarin dan Kebudayaan Tiongkok,475000,975000,2850000,3600000,4975000,5475000,6025000,7728000,8214000,,
UNS,S1,2024/2025,SNBP/SNBT,Bimbingan dan Konseling,475000,975000,3875000,4575000,5275000,6075000,6675000,6716000,7667000,,
UNS,S1,2024/2025,SNBP/SNBT,Biologi,475000,975000,3775000,5325000,5775000,6355000,6993000,11193000,15000000,,
UNS,S1,2024/2025,SNBP/SNBT,Bisnis Digital,475000,975000,3225000,4975000,5975000,6575000,7235000,7475000,11000000,,
UNS,S1,2024/2025,SNBP/SNBT,Desain Interior,475000,975000,2850000,3588000,4975000,5475000,6025000,8739000,9613000,,
UNS,S1,2024/2025,SNBP/SNBT,Desain Komunikasi Visual,475000,975000,3225000,3850000,4975000,5475000,6025000,9089000,9998000,,
UNS,S1,2024/2025,SNBP/SNBT,Ekonomi Pembangunan,475000,975000,3225000,4975000,5975000,6575000,7235000,7475000,11000000,,
UNS,S1,2024/2025,SNBP/SNBT,Farmasi,475000,975000,4125000,5925000,6475000,7125000,7840000,12615000,25686000,,
UNS,S1,2024/2025,SNBP/SNBT,Fisika,475000,975000,3775000,5325000,5775000,6355000,6993000,11193000,14000000,,
UNS,S1,2024/2025,SNBP/SNBT,Hubungan Internasional,475000,975000,2975000,3775000,5775000,6355000,6675000,6716000,7557000,,
UNS,S1,2024/2025,SNBP/SNBT,Ilmu Administrasi Negara,475000,975000,2875000,3375000,4975000,5475000,6025000,6716000,8664000,,
UNS,S1,2024/2025,SNBP/SNBT,Ilmu Hukum,475000,975000,3725000,4975000,6225000,6850000,6975000,6986000,10020000,,
UNS,S1,2024/2025,SNBP/SNBT,Ilmu Komunikasi,475000,975000,2975000,3375000,5475000,6025000,6630000,6986000,9619000,,
UNS,S1,2024/2025,SNBP/SNBT,Ilmu Lingkungan,475000,975000,4191000,5850000,6331000,6952000,7635000,11193000,13494000,,
UNS,S1,2024/2025,SNBP/SNBT,Ilmu Sejarah,475000,975000,2550000,3350000,4975000,5475000,6025000,6986000,7885000,,
UNS,S1,2024/2025,SNBP/SNBT,Ilmu Tanah,475000,975000,3075000,4975000,5475000,6025000,6630000,9552000,14667000,,
UNS,S1,2024/2025,SNBP/SNBT,Ilmu Teknologi Pangan,475000,975000,3225000,4975000,5725000,6300000,6933000,10087000,15335000,,
UNS,S1,2024/2025,SNBP/SNBT,Informatika,475000,975000,3325000,5475000,6075000,6685000,7356000,10117000,12141000,,
UNS,S1,2024/2025,SNBP/SNBT,Kebidanan,475000,975000,7345000,8005000,8225000,9050000,9982000,16892000,20000000,,
UNS,S1,2024/2025,SNBP/SNBT,Kedokteran,475000,975000,6725000,10225000,13725000,17475000,19475000,21815000,30000000,,
UNS,S1,2024/2025,SNBP/SNBT,Kimia,475000,975000,3775000,5325000,5775000,6355000,6993000,10761000,15000000,,
UNS,S1,2024/2025,SNBP/SNBT,Kriya Seni,475000,975000,2550000,3350000,4975000,5475000,6025000,8739000,9613000,,
UNS,S1,2024/2025,SNBP/SNBT,Manajemen,475000,975000,3225000,4975000,6225000,6850000,6975000,6986000,11000000,,
UNS,S1,2024/2025,SNBP/SNBT,Matematika,475000,975000,3225000,4775000,5225000,5750000,6328000,9552000,12000000,,
UNS,S1,2024/2025,SNBP/SNBT,Pendidikan Administrasi Perkantoran,475000,975000,3675000,4375000,4975000,5775000,6375000,6447000,7667000,,
UNS,S1,2024/2025,SNBP/SNBT,Pendidikan Akuntansi,475000,975000,3675000,4375000,4975000,5775000,6375000,6447000,7987000,,
UNS,S1,2024/2025,SNBP/SNBT,Pendidikan Bahasa Inggris,475000,975000,3875000,4575000,5275000,6075000,6675000,6716000,7667000,,
UNS,S1,2024/2025,SNBP/SNBT,Pendidikan Bahasa Jawa,475000,975000,3875000,4575000,5275000,6075000,6675000,6716000,7667000,,
UNS,S1,2024/2025,SNBP/SNBT,Pendidikan Bahasa dan Sastra Indonesia,475000,975000,3975000,4775000,5475000,6275000,6975000,6986000,7987000,,
UNS,S1,2024/2025,SNBP/SNBT,Pendidikan Biologi,475000,975000,4475000,5475000,6475000,7125000,7840000,9552000,11980000,,
